Data,Oras,Max,Min,Precipitatii,OreSoare,OrePloaie,WMO,ZiTip,Vanzari,Tip
2023-01-01,Alba Iulia,13.9,3.5,0.0,8.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-02,Alba Iulia,10.0,1.5,0.0,7.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-03,Alba Iulia,10.6,0.8,0.0,6.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-04,Alba Iulia,7.8,2.2,4.4,0.4,8.0,55,🌧️ Burniță densă,0.0,arhiva
2023-01-05,Alba Iulia,8.6,2.8,4.9,2.3,6.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-01-06,Alba Iulia,8.6,2.0,1.8,5.4,9.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-01-07,Alba Iulia,10.7,1.0,0.1,8.1,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-01-08,Alba Iulia,8.1,-0.3,0.0,8.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-09,Alba Iulia,8.1,-0.7,0.0,7.6,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-10,Alba Iulia,6.8,1.6,10.6,1.6,13.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-01-11,Alba Iulia,8.9,1.4,1.4,4.7,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-01-12,Alba Iulia,5.9,1.3,3.6,0.0,15.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-01-13,Alba Iulia,6.6,1.5,0.0,4.6,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-14,Alba Iulia,5.1,0.3,0.0,0.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-15,Alba Iulia,6.8,0.2,0.0,7.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-16,Alba Iulia,6.0,-2.0,0.1,3.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-01-17,Alba Iulia,9.9,0.2,0.7,5.2,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-01-18,Alba Iulia,14.6,3.2,1.4,5.1,5.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-01-19,Alba Iulia,11.2,3.5,5.9,1.8,9.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-01-20,Alba Iulia,8.8,1.5,12.2,0.8,10.0,75,❄️ Ninsoare abundentă,0.0,arhiva
2023-01-21,Alba Iulia,4.3,-2.0,3.5,7.0,3.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-01-22,Alba Iulia,8.3,-0.2,7.1,1.7,7.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-01-23,Alba Iulia,11.1,2.2,0.1,8.9,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-01-24,Alba Iulia,6.3,-2.3,0.0,8.7,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-25,Alba Iulia,2.8,-4.6,0.0,8.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-01-26,Alba Iulia,2.7,-5.5,0.3,6.3,3.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-01-27,Alba Iulia,3.0,-0.2,4.6,0.0,19.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-01-28,Alba Iulia,1.8,-1.1,2.3,0.0,14.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-01-29,Alba Iulia,1.9,-2.5,0.5,0.0,5.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-01-30,Alba Iulia,1.6,-3.1,0.0,8.6,0.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-01-31,Alba Iulia,3.9,-3.0,2.6,7.8,8.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-01,Alba Iulia,4.8,-1.1,2.1,4.6,10.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-02,Alba Iulia,4.3,0.9,1.3,5.1,9.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-02-03,Alba Iulia,4.6,-2.0,1.7,6.1,8.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-04,Alba Iulia,5.5,-1.3,7.9,5.9,14.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-05,Alba Iulia,-0.9,-5.2,1.4,9.1,6.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-06,Alba Iulia,0.8,-6.8,0.0,9.1,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-02-07,Alba Iulia,0.6,-6.9,0.1,8.3,1.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-02-08,Alba Iulia,0.1,-6.2,0.3,9.2,3.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-02-09,Alba Iulia,0.1,-8.1,0.0,9.6,0.0,0,☀️ Cer senin,0.0,arhiva
2023-02-10,Alba Iulia,0.9,-9.6,0.0,9.6,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-02-11,Alba Iulia,3.9,-7.6,0.0,8.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-12,Alba Iulia,3.3,-2.3,0.8,7.8,4.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-02-13,Alba Iulia,5.7,-4.2,0.0,9.7,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-14,Alba Iulia,5.8,-3.8,0.1,9.2,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-02-15,Alba Iulia,7.3,-2.5,0.0,9.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-16,Alba Iulia,6.4,-4.4,0.0,9.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-17,Alba Iulia,10.9,-4.1,0.0,7.5,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-18,Alba Iulia,10.1,5.6,5.1,0.0,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-02-19,Alba Iulia,11.6,6.6,2.0,4.0,8.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-02-20,Alba Iulia,9.3,0.9,8.2,8.2,5.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-02-21,Alba Iulia,14.9,5.2,0.0,10.3,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-22,Alba Iulia,11.6,4.9,0.7,8.9,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-02-23,Alba Iulia,11.2,0.6,0.0,9.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-24,Alba Iulia,9.9,-0.2,0.0,5.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-02-25,Alba Iulia,11.0,3.2,4.8,2.3,10.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-02-26,Alba Iulia,4.8,1.0,13.0,0.0,20.0,75,❄️ Ninsoare abundentă,0.0,arhiva
2023-02-27,Alba Iulia,5.4,0.1,2.9,6.3,12.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-02-28,Alba Iulia,8.8,1.0,0.3,4.3,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-01,Alba Iulia,9.1,0.8,0.0,7.3,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-02,Alba Iulia,10.6,-0.8,0.0,10.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-03,Alba Iulia,8.4,0.9,1.3,2.0,10.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-04,Alba Iulia,10.1,1.0,0.1,10.9,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-05,Alba Iulia,6.9,-0.2,0.0,11.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-06,Alba Iulia,9.2,-1.0,0.0,10.6,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-07,Alba Iulia,10.2,0.8,1.8,5.5,4.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-03-08,Alba Iulia,12.2,1.1,0.0,10.1,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-09,Alba Iulia,15.4,4.1,0.9,4.0,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-10,Alba Iulia,16.0,3.6,0.7,7.3,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-11,Alba Iulia,12.8,3.0,1.6,7.6,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-03-12,Alba Iulia,6.8,0.8,0.3,11.0,2.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-03-13,Alba Iulia,11.4,-3.0,0.0,11.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-14,Alba Iulia,17.4,-0.8,0.0,11.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-15,Alba Iulia,13.5,3.2,0.1,4.3,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-16,Alba Iulia,5.3,1.7,9.8,0.0,23.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-03-17,Alba Iulia,8.9,-0.9,0.1,11.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-18,Alba Iulia,10.1,-3.0,0.0,11.1,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-03-19,Alba Iulia,13.4,-1.2,0.0,11.1,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-20,Alba Iulia,17.0,1.0,0.0,10.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-21,Alba Iulia,16.3,4.9,2.3,8.1,4.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-03-22,Alba Iulia,15.1,3.2,0.2,11.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-23,Alba Iulia,17.0,4.8,0.0,11.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-24,Alba Iulia,19.9,4.2,0.0,11.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-25,Alba Iulia,16.5,6.1,0.0,9.5,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-26,Alba Iulia,14.8,4.8,0.0,11.1,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-27,Alba Iulia,14.4,2.8,0.4,5.3,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-03-28,Alba Iulia,7.8,1.2,1.2,9.0,3.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-03-29,Alba Iulia,8.4,-2.0,0.4,12.1,1.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-03-30,Alba Iulia,11.1,-4.8,0.0,11.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-03-31,Alba Iulia,16.2,3.2,3.0,9.2,9.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-04-01,Alba Iulia,15.1,6.5,8.0,6.6,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-04-02,Alba Iulia,13.2,6.5,22.3,6.8,24.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-04-03,Alba Iulia,11.1,5.2,1.3,2.6,7.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-04-04,Alba Iulia,6.4,1.8,18.9,0.0,22.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-04-05,Alba Iulia,5.6,0.8,0.9,0.1,7.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-04-06,Alba Iulia,4.2,0.4,2.9,0.0,17.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2023-04-07,Alba Iulia,4.6,-0.9,1.0,1.0,9.0,71,🌨️ Ninsoare ușoară,0.0,arhiva
2023-04-08,Alba Iulia,9.4,1.6,0.4,8.0,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-09,Alba Iulia,13.1,1.4,0.1,13.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-10,Alba Iulia,13.1,1.2,0.5,13.0,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-11,Alba Iulia,15.5,2.5,0.2,13.0,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-12,Alba Iulia,12.4,4.9,4.7,7.1,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-04-13,Alba Iulia,16.2,4.1,0.0,12.4,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-14,Alba Iulia,17.2,4.8,1.9,7.2,3.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-04-15,Alba Iulia,15.9,4.1,0.2,12.9,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-16,Alba Iulia,16.5,3.2,5.3,9.3,4.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-04-17,Alba Iulia,17.9,7.7,2.8,12.5,1.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-04-18,Alba Iulia,15.1,6.8,0.0,11.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-19,Alba Iulia,15.4,6.2,0.2,9.7,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-20,Alba Iulia,17.5,5.5,0.5,12.6,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-21,Alba Iulia,17.0,7.2,0.0,13.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-22,Alba Iulia,17.6,5.0,0.0,13.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-23,Alba Iulia,17.9,7.2,0.7,13.0,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-24,Alba Iulia,18.2,5.8,0.3,10.8,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-25,Alba Iulia,15.4,9.9,2.7,6.9,8.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-04-26,Alba Iulia,13.1,5.7,11.1,5.5,15.0,55,🌧️ Burniță densă,0.0,arhiva
2023-04-27,Alba Iulia,11.8,1.9,0.2,11.1,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-04-28,Alba Iulia,16.0,0.2,0.0,13.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-29,Alba Iulia,16.1,2.9,0.0,12.1,0.0,3,☁️ Înnorat,0.0,arhiva
2023-04-30,Alba Iulia,18.0,5.9,3.0,12.4,4.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-05-01,Alba Iulia,21.0,7.1,0.0,13.2,0.0,0,☀️ Cer senin,0.0,arhiva
2023-05-02,Alba Iulia,23.8,7.2,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-03,Alba Iulia,22.2,8.0,0.0,12.5,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-04,Alba Iulia,16.0,9.2,1.7,1.8,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-05-05,Alba Iulia,19.4,7.8,0.0,13.2,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-05-06,Alba Iulia,22.2,6.8,0.0,13.6,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-07,Alba Iulia,21.9,10.5,0.0,13.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-08,Alba Iulia,16.0,9.4,18.2,6.0,15.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-05-09,Alba Iulia,15.0,6.6,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-10,Alba Iulia,17.5,5.1,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-11,Alba Iulia,18.4,4.6,0.0,13.7,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-12,Alba Iulia,13.1,8.6,0.9,0.5,6.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-05-13,Alba Iulia,17.1,8.2,4.0,10.5,5.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-05-14,Alba Iulia,19.8,7.1,0.0,10.2,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-15,Alba Iulia,22.8,9.9,0.0,10.3,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-16,Alba Iulia,20.9,11.2,2.9,1.7,8.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-05-17,Alba Iulia,19.2,13.4,11.8,1.8,14.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-05-18,Alba Iulia,19.9,11.4,12.7,8.8,15.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-05-19,Alba Iulia,23.1,11.1,5.6,13.4,6.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-05-20,Alba Iulia,23.3,10.9,1.2,14.6,4.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-05-21,Alba Iulia,22.9,11.6,1.4,14.1,4.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-05-22,Alba Iulia,23.4,11.9,0.0,14.8,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-05-23,Alba Iulia,24.3,12.4,0.0,14.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-24,Alba Iulia,24.4,10.8,0.1,13.8,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-05-25,Alba Iulia,23.9,13.1,0.4,14.3,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-05-26,Alba Iulia,24.5,12.5,1.3,14.8,4.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-05-27,Alba Iulia,23.6,12.2,0.6,14.2,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-05-28,Alba Iulia,23.4,11.8,1.2,14.4,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-05-29,Alba Iulia,23.5,12.6,0.0,14.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-30,Alba Iulia,23.2,11.9,0.0,14.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-05-31,Alba Iulia,24.9,11.9,0.6,10.9,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-06-01,Alba Iulia,25.0,11.8,1.6,15.0,4.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-06-02,Alba Iulia,25.4,12.6,0.1,14.7,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-03,Alba Iulia,22.5,13.9,2.0,14.7,5.0,55,🌧️ Burniță densă,0.0,arhiva
2023-06-04,Alba Iulia,23.4,13.5,2.3,13.5,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-06-05,Alba Iulia,24.4,12.7,2.2,12.8,6.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-06,Alba Iulia,24.9,14.6,0.7,9.3,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-07,Alba Iulia,25.4,15.8,0.1,12.1,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-08,Alba Iulia,25.8,14.1,0.2,12.9,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-09,Alba Iulia,24.8,15.5,1.7,11.8,4.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-10,Alba Iulia,24.2,14.4,2.1,15.0,5.0,55,🌧️ Burniță densă,0.0,arhiva
2023-06-11,Alba Iulia,25.8,13.1,3.5,11.2,4.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-12,Alba Iulia,20.4,15.2,8.7,2.1,20.0,55,🌧️ Burniță densă,0.0,arhiva
2023-06-13,Alba Iulia,19.8,13.9,4.7,5.0,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-14,Alba Iulia,23.1,12.0,0.0,12.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-06-15,Alba Iulia,23.0,13.8,5.7,6.9,10.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-16,Alba Iulia,22.2,15.6,6.8,5.0,16.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-17,Alba Iulia,21.0,16.1,7.1,5.5,15.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-18,Alba Iulia,21.5,14.9,0.9,9.8,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-19,Alba Iulia,25.0,13.2,4.4,15.0,6.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-06-20,Alba Iulia,25.0,13.7,0.5,15.0,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-06-21,Alba Iulia,27.6,15.4,0.0,14.5,0.0,3,☁️ Înnorat,0.0,arhiva
2023-06-22,Alba Iulia,27.5,17.4,1.6,14.6,6.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-23,Alba Iulia,29.6,18.2,0.0,15.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-06-24,Alba Iulia,27.5,18.7,3.4,12.6,2.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-06-25,Alba Iulia,24.6,17.4,18.0,5.1,12.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2023-06-26,Alba Iulia,24.9,16.1,0.6,15.0,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-27,Alba Iulia,26.7,14.6,0.3,13.4,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-06-28,Alba Iulia,18.5,13.6,5.5,6.0,12.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-06-29,Alba Iulia,21.5,12.4,10.1,15.0,6.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-06-30,Alba Iulia,24.9,12.9,0.0,15.0,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-07-01,Alba Iulia,28.0,15.2,0.0,15.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-02,Alba Iulia,24.5,16.5,12.7,11.5,10.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-07-03,Alba Iulia,28.0,16.0,0.1,14.6,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-04,Alba Iulia,28.0,17.5,0.5,14.9,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-07-05,Alba Iulia,27.4,17.1,1.8,13.5,5.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-07-06,Alba Iulia,27.7,16.9,0.0,13.1,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-07,Alba Iulia,24.8,16.4,16.4,11.6,12.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2023-07-08,Alba Iulia,24.5,15.9,0.3,14.0,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-09,Alba Iulia,27.5,12.4,0.2,15.0,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-10,Alba Iulia,29.8,14.6,1.1,15.0,1.0,55,🌧️ Burniță densă,0.0,arhiva
2023-07-11,Alba Iulia,28.8,16.9,2.9,15.0,6.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-07-12,Alba Iulia,30.0,17.6,0.1,14.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-13,Alba Iulia,32.5,18.0,5.4,15.0,5.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-07-14,Alba Iulia,27.5,18.9,12.9,13.0,10.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-07-15,Alba Iulia,30.1,16.6,0.0,15.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-16,Alba Iulia,33.0,18.8,0.0,15.0,0.0,0,☀️ Cer senin,0.0,arhiva
2023-07-17,Alba Iulia,32.0,19.0,0.9,14.3,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-07-18,Alba Iulia,29.5,19.5,0.4,15.0,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-19,Alba Iulia,30.4,19.0,0.3,13.2,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-20,Alba Iulia,28.2,19.5,0.1,13.1,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-21,Alba Iulia,30.5,17.0,0.0,15.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-22,Alba Iulia,28.6,17.7,1.2,14.5,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-07-23,Alba Iulia,27.0,18.0,11.6,14.0,8.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2023-07-24,Alba Iulia,31.0,15.8,0.0,14.9,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-25,Alba Iulia,34.0,18.5,1.9,10.1,3.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-07-26,Alba Iulia,26.5,18.4,0.4,9.3,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-27,Alba Iulia,22.0,13.7,11.7,14.1,12.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-07-28,Alba Iulia,25.5,11.1,0.0,14.8,0.0,3,☁️ Înnorat,0.0,arhiva
2023-07-29,Alba Iulia,28.7,15.2,0.1,14.4,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-07-30,Alba Iulia,29.8,16.0,7.0,12.8,3.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-07-31,Alba Iulia,25.4,17.0,26.3,13.1,10.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-08-01,Alba Iulia,27.0,16.5,0.2,13.4,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-02,Alba Iulia,26.1,16.0,0.6,10.2,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-03,Alba Iulia,30.8,15.6,0.0,13.9,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-08-04,Alba Iulia,33.1,18.7,0.4,13.8,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-05,Alba Iulia,33.7,22.6,0.0,13.9,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-08-06,Alba Iulia,23.1,17.2,12.5,4.5,9.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-08-07,Alba Iulia,22.1,15.6,0.2,12.7,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-08,Alba Iulia,20.8,12.4,1.3,12.5,9.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-09,Alba Iulia,23.6,12.4,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-08-10,Alba Iulia,23.1,14.4,7.6,11.6,5.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-08-11,Alba Iulia,23.8,12.7,1.0,13.0,5.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-08-12,Alba Iulia,24.5,14.7,0.0,13.0,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-08-13,Alba Iulia,26.9,14.4,0.0,13.1,0.0,0,☀️ Cer senin,0.0,arhiva
2023-08-14,Alba Iulia,29.0,13.9,0.0,13.1,0.0,0,☀️ Cer senin,0.0,arhiva
2023-08-15,Alba Iulia,26.2,16.9,6.8,9.7,6.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-08-16,Alba Iulia,26.0,16.7,5.2,10.5,8.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2023-08-17,Alba Iulia,29.9,17.4,0.5,13.0,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2023-08-18,Alba Iulia,31.5,18.1,0.0,13.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-08-19,Alba Iulia,31.3,18.4,0.7,13.0,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2023-08-20,Alba Iulia,32.1,19.9,0.0,13.0,0.0,3,☁️ Înnorat,0.0,arhiva
2023-08-21,Alba Iulia,31.8,19.0,0.0,13.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2023-08-22,Alba Iulia,32.9,20.0,0.0,12.9,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2023-08-23,Alba Iulia,33.5,21.2,2.8,13.0,2.0,63,🌧️ Ploaie moderată,0.0,arhiva
2023-08-24,Alba Iulia,29.2,19.1,0.7,12.4,3.0,53,🌦️ Burniță moderată,0.0,arhiva
